,Application/Permit Number,Category
16536,6635441,MULTIFAMILY
16537,6360348,COMMERCIAL
16538,6095236,COMMERCIAL
16539,6495556,COMMERCIAL
16540,6624582,COMMERCIAL
16541,6588384,MULTIFAMILY
16542,6543058,MULTIFAMILY
16543,6600823,COMMERCIAL
16544,6552972,COMMERCIAL
16545,6405997,COMMERCIAL
16546,6382243,MULTIFAMILY
16547,6641400,COMMERCIAL
16548,6647255,COMMERCIAL
16549,6419361,SINGLE FAMILY / DUPLEX
16550,6586633,COMMERCIAL
16551,6366936,MULTIFAMILY
16552,6381354,COMMERCIAL
16553,6266849,COMMERCIAL
16554,6595945,MULTIFAMILY
16555,6495262,COMMERCIAL
16556,6475446,COMMERCIAL
16557,6601626,SINGLE FAMILY / DUPLEX
16558,6085551,COMMERCIAL
16559,6426609,COMMERCIAL
16560,6179877,COMMERCIAL
16561,6439133,COMMERCIAL
16562,6331169,COMMERCIAL
16563,6488295,COMMERCIAL
16564,6548246,COMMERCIAL
16565,6477787,COMMERCIAL
16566,6619843,INSTITUTIONAL
16567,6657559,SINGLE FAMILY / DUPLEX
16568,6292059,COMMERCIAL
16569,6375741,COMMERCIAL
16570,6651521,SINGLE FAMILY / DUPLEX
16571,6502783,MULTIFAMILY
16572,6162019,COMMERCIAL
16573,6494015,COMMERCIAL
16574,6389782,COMMERCIAL
16575,6508949,COMMERCIAL
16576,6131742,MULTIFAMILY
16577,6595801,SINGLE FAMILY / DUPLEX
16578,6516859,COMMERCIAL
16579,6141332,SINGLE FAMILY / DUPLEX
16580,6209265,COMMERCIAL
16581,6604041,COMMERCIAL
16582,6232929,MULTIFAMILY
16583,6485841,MULTIFAMILY
16584,6355279,COMMERCIAL
16585,6426791,COMMERCIAL
16586,6601540,COMMERCIAL
16587,6596171,COMMERCIAL
16588,6538362,COMMERCIAL
16589,6341570,MULTIFAMILY
16590,6516466,COMMERCIAL
16591,6614341,MULTIFAMILY
16592,6571777,SINGLE FAMILY / DUPLEX
16593,6537958,MULTIFAMILY
16594,6360666,COMMERCIAL
16595,6538944,COMMERCIAL
16596,6655516,SINGLE FAMILY / DUPLEX
16597,6591955,COMMERCIAL
16598,6411595,COMMERCIAL
16599,6464493,MULTIFAMILY
16600,6558479,COMMERCIAL
16601,6560955,COMMERCIAL
16602,6143065,COMMERCIAL
16603,6622140,COMMERCIAL
16604,6435521,COMMERCIAL
16605,6636030,SINGLE FAMILY / DUPLEX
16606,6370773,MULTIFAMILY
16607,6431851,MULTIFAMILY
16608,6367045,COMMERCIAL
16609,6407939,COMMERCIAL
16610,6562930,COMMERCIAL
16611,6633823,COMMERCIAL
16612,6494445,COMMERCIAL
16613,6500817,COMMERCIAL
16614,6106954,COMMERCIAL
16615,6277001,MULTIFAMILY
16616,6522134,MULTIFAMILY
16617,6645066,INSTITUTIONAL
16618,6384679,COMMERCIAL
16619,6105293,MULTIFAMILY
16620,6337104,COMMERCIAL
16621,6526553,COMMERCIAL
16622,6440658,COMMERCIAL
16623,6363814,COMMERCIAL
16624,6489333,MULTIFAMILY
16625,6147415,MULTIFAMILY
16626,6421977,COMMERCIAL
16627,6395046,COMMERCIAL
16628,6407978,COMMERCIAL
16629,6499377,MULTIFAMILY
16630,6358428,COMMERCIAL
16631,6560457,MULTIFAMILY
16632,6648605,MULTIFAMILY
16633,6420710,COMMERCIAL
16634,6201002,MULTIFAMILY
16635,6384010,MULTIFAMILY
16636,6423757,MULTIFAMILY
16637,6489376,COMMERCIAL
16638,6628267,COMMERCIAL
16639,6386900,MULTIFAMILY
16640,6593089,COMMERCIAL
16641,6457592,SINGLE FAMILY / DUPLEX
16642,6574232,COMMERCIAL
16643,6403082,SINGLE FAMILY / DUPLEX
16644,6444998,COMMERCIAL
16645,6534424,COMMERCIAL
16646,6519907,MULTIFAMILY
16647,6524603,COMMERCIAL
16648,6390411,COMMERCIAL
16649,6391422,MULTIFAMILY
16650,6610863,COMMERCIAL
16651,6577694,COMMERCIAL
16652,6480068,SINGLE FAMILY / DUPLEX
16653,6401489,COMMERCIAL
16654,6653781,SINGLE FAMILY / DUPLEX
16655,6398530,MULTIFAMILY
16656,6501214,COMMERCIAL
16657,6237342,COMMERCIAL
16658,6627084,COMMERCIAL
16659,6563060,COMMERCIAL
16660,6589226,MULTIFAMILY
16661,6637836,MULTIFAMILY
16662,6599027,COMMERCIAL
16663,6447475,MULTIFAMILY
16664,6369008,MULTIFAMILY
16665,6463470,MULTIFAMILY
16666,6477758,INDUSTRIAL
16667,6497274,COMMERCIAL
16668,6204263,COMMERCIAL
16669,6567646,COMMERCIAL
16670,6653129,COMMERCIAL
16671,6305651,COMMERCIAL
16672,6654953,SINGLE FAMILY / DUPLEX
16673,6551049,SINGLE FAMILY / DUPLEX
16674,6409077,MULTIFAMILY
16675,6646750,COMMERCIAL
16676,6378201,COMMERCIAL
16677,6463904,COMMERCIAL
16678,6486249,COMMERCIAL
16679,6443713,COMMERCIAL
16680,6456378,COMMERCIAL
16681,6654884,SINGLE FAMILY / DUPLEX
16682,6463690,COMMERCIAL
16683,6194920,MULTIFAMILY
16684,6462326,MULTIFAMILY
16685,6573060,SINGLE FAMILY / DUPLEX
16686,6536540,MULTIFAMILY
16687,6472160,COMMERCIAL
16688,6232724,COMMERCIAL
16689,6330647,COMMERCIAL
16690,6603891,COMMERCIAL
16691,6274929,COMMERCIAL
16692,6365597,COMMERCIAL
16693,6508314,INSTITUTIONAL
16694,6494537,COMMERCIAL
16695,6566602,COMMERCIAL
16696,6654170,MULTIFAMILY
16697,6426318,COMMERCIAL
16698,6477639,COMMERCIAL
16699,6277063,COMMERCIAL
16700,6429019,MULTIFAMILY
16701,6649943,SINGLE FAMILY / DUPLEX
16702,6409766,COMMERCIAL
16703,6565655,COMMERCIAL
16704,6599088,COMMERCIAL
16705,6142461,COMMERCIAL
16706,6235372,MULTIFAMILY
16707,6423781,COMMERCIAL
16708,6618395,COMMERCIAL
16709,6484343,MULTIFAMILY
16710,6560209,COMMERCIAL
16711,6538014,COMMERCIAL
16712,6420256,COMMERCIAL
16713,6146668,MULTIFAMILY
16714,6300093,MULTIFAMILY
16715,6367156,COMMERCIAL
16716,6082387,COMMERCIAL
16717,6501626,COMMERCIAL
16718,6646165,COMMERCIAL
16719,6508098,MULTIFAMILY
16720,6643400,SINGLE FAMILY / DUPLEX
16721,6271801,SINGLE FAMILY / DUPLEX
16722,6457371,MULTIFAMILY
16723,6271960,MULTIFAMILY
16724,6621750,COMMERCIAL
16725,6295157,COMMERCIAL
16726,6632651,MULTIFAMILY
16727,6310836,COMMERCIAL
16728,6524361,COMMERCIAL
16729,6631594,SINGLE FAMILY / DUPLEX
16730,6504407,COMMERCIAL
16731,6405317,COMMERCIAL
16732,6129705,COMMERCIAL
16733,6619072,COMMERCIAL
16734,6460370,SINGLE FAMILY / DUPLEX
16735,6567950,SINGLE FAMILY / DUPLEX
16736,6598956,COMMERCIAL
16737,6441737,COMMERCIAL
16738,6306118,COMMERCIAL
16739,6067668,COMMERCIAL
16740,6407659,COMMERCIAL
16741,6638354,COMMERCIAL
16742,6142490,COMMERCIAL
16743,6472769,INSTITUTIONAL
16744,6423126,MULTIFAMILY
16745,6515873,COMMERCIAL
16746,6626445,COMMERCIAL
16747,6653806,COMMERCIAL
16748,6369329,COMMERCIAL
16749,6655811,SINGLE FAMILY / DUPLEX
16750,6602876,COMMERCIAL
16751,6423393,COMMERCIAL
16752,6499639,INDUSTRIAL
16753,6362579,COMMERCIAL
16754,6427411,COMMERCIAL
16755,6368031,COMMERCIAL
16756,6589221,MULTIFAMILY
16757,6502910,MULTIFAMILY
16758,6162365,SINGLE FAMILY / DUPLEX
16759,6604702,SINGLE FAMILY / DUPLEX
16760,6551656,COMMERCIAL
16761,6453867,MULTIFAMILY
16762,6478117,MULTIFAMILY
16763,6424843,COMMERCIAL
16764,6369861,MULTIFAMILY
16765,6577310,MULTIFAMILY
16766,6400375,COMMERCIAL
16767,6583975,COMMERCIAL
16768,6654733,SINGLE FAMILY / DUPLEX
16769,6438868,COMMERCIAL
16770,6499420,COMMERCIAL
16771,6532167,SINGLE FAMILY / DUPLEX
16772,6603974,COMMERCIAL
16773,6501825,COMMERCIAL
16774,6400121,COMMERCIAL
16775,6456298,SINGLE FAMILY / DUPLEX
16776,6338726,COMMERCIAL
16777,6180460,MULTIFAMILY
16778,6470950,COMMERCIAL
16779,6520868,COMMERCIAL
16780,6482673,INSTITUTIONAL
16781,6534250,MULTIFAMILY
16782,6370020,COMMERCIAL
16783,6608848,COMMERCIAL
16784,6379842,MULTIFAMILY
16785,6564588,MULTIFAMILY
16786,6638643,COMMERCIAL
16787,6277860,COMMERCIAL
16788,6530569,MULTIFAMILY
16789,6457356,INSTITUTIONAL
16790,6110321,COMMERCIAL
16791,6348562,COMMERCIAL
16792,6567213,COMMERCIAL
16793,6658098,SINGLE FAMILY / DUPLEX
16794,6256768,COMMERCIAL
16795,6506884,COMMERCIAL
16796,6159646,COMMERCIAL
16797,6421991,MULTIFAMILY
16798,6647466,COMMERCIAL
16799,6655883,SINGLE FAMILY / DUPLEX
16800,6366202,INSTITUTIONAL
16801,6408126,SINGLE FAMILY / DUPLEX
16802,6519993,COMMERCIAL
16803,6461251,COMMERCIAL
16804,6466226,INSTITUTIONAL
16805,6075741,COMMERCIAL
16806,6413442,COMMERCIAL
16807,6374344,COMMERCIAL
16808,6509174,MULTIFAMILY
16809,6646421,COMMERCIAL
16810,6321967,COMMERCIAL
16811,6324283,INSTITUTIONAL
16812,6636585,MULTIFAMILY
16813,6595306,COMMERCIAL
16814,6599159,MULTIFAMILY
16815,6625754,MULTIFAMILY
16816,6581776,COMMERCIAL
16817,6567238,COMMERCIAL
16818,6275984,MULTIFAMILY
16819,6537728,COMMERCIAL
16820,6444482,SINGLE FAMILY / DUPLEX
16821,6415276,COMMERCIAL
16822,6522735,COMMERCIAL
16823,6351640,INSTITUTIONAL
16824,6328834,MULTIFAMILY
16825,6448024,COMMERCIAL
16826,6375115,COMMERCIAL
16827,6621338,MULTIFAMILY
16828,6520794,INSTITUTIONAL
16829,6644450,COMMERCIAL
16830,6516365,MULTIFAMILY
16831,6421875,SINGLE FAMILY / DUPLEX
16832,6405940,COMMERCIAL
16833,6262494,SINGLE FAMILY / DUPLEX
16834,6494734,MULTIFAMILY
16835,6134989,COMMERCIAL
16836,6373399,COMMERCIAL
16837,6492433,MULTIFAMILY
16838,6622520,COMMERCIAL
16839,6381280,COMMERCIAL
16840,6435850,COMMERCIAL
16841,6363852,COMMERCIAL
16842,6311018,COMMERCIAL
16843,6641079,COMMERCIAL
16844,6658340,SINGLE FAMILY / DUPLEX
16845,6436675,MULTIFAMILY
16846,6477392,COMMERCIAL
16847,6469357,SINGLE FAMILY / DUPLEX
16848,6459671,COMMERCIAL
16849,6653915,COMMERCIAL
16850,6528690,COMMERCIAL
16851,6648946,COMMERCIAL
16852,6583542,MULTIFAMILY
16853,6623641,MULTIFAMILY
16854,6481423,MULTIFAMILY
16855,6465283,COMMERCIAL
16856,6636528,SINGLE FAMILY / DUPLEX
16857,6543287,COMMERCIAL
16858,6653479,SINGLE FAMILY / DUPLEX
16859,6361402,COMMERCIAL
16860,6090822,COMMERCIAL
16861,6389448,COMMERCIAL
16862,6376275,COMMERCIAL
16863,6614547,COMMERCIAL
16864,6401557,COMMERCIAL
16865,6634689,SINGLE FAMILY / DUPLEX
16866,6536186,SINGLE FAMILY / DUPLEX
16867,6597263,MULTIFAMILY
16868,6657682,COMMERCIAL
16869,6579104,MULTIFAMILY
16870,6604312,COMMERCIAL
16871,6444487,COMMERCIAL
16872,6139963,COMMERCIAL
16873,6640971,SINGLE FAMILY / DUPLEX
16874,6545790,COMMERCIAL
16875,6481726,MULTIFAMILY
16876,6153914,MULTIFAMILY
16877,6105311,MULTIFAMILY
16878,6490875,COMMERCIAL
16879,6283326,COMMERCIAL
16880,6653907,SINGLE FAMILY / DUPLEX
16881,6619113,COMMERCIAL
16882,6336229,COMMERCIAL
16883,6653434,MULTIFAMILY
16884,6528660,COMMERCIAL
16885,6651328,MULTIFAMILY
16886,6606398,COMMERCIAL
16887,6266264,COMMERCIAL
16888,6191691,COMMERCIAL
16889,6413169,INSTITUTIONAL
16890,6495770,COMMERCIAL
16891,6370476,COMMERCIAL
16892,6448009,COMMERCIAL
16893,6448995,COMMERCIAL
16894,6477845,COMMERCIAL
16895,6599518,COMMERCIAL
16896,6424751,MULTIFAMILY
16897,6592472,COMMERCIAL
16898,6435379,MULTIFAMILY
16899,6407511,COMMERCIAL
16900,6541965,SINGLE FAMILY / DUPLEX
16901,6616147,COMMERCIAL
16902,6557853,COMMERCIAL
16903,6553693,COMMERCIAL
16904,6499359,COMMERCIAL
16905,6549256,MULTIFAMILY
16906,6260987,MULTIFAMILY
16907,6654838,SINGLE FAMILY / DUPLEX
16908,6658702,SINGLE FAMILY / DUPLEX
16909,6446923,COMMERCIAL
16910,6380663,COMMERCIAL
16911,6645831,MULTIFAMILY
16912,6533419,SINGLE FAMILY / DUPLEX
16913,6656130,COMMERCIAL
16914,6642842,MULTIFAMILY
16915,6322152,COMMERCIAL
16916,6456920,COMMERCIAL
16917,6433815,MULTIFAMILY
16918,6241443,SINGLE FAMILY / DUPLEX
16919,6553417,COMMERCIAL
16920,6506776,MULTIFAMILY
16921,6457045,COMMERCIAL
16922,6406130,COMMERCIAL
16923,6544555,SINGLE FAMILY / DUPLEX
16924,6595820,SINGLE FAMILY / DUPLEX
16925,6654734,SINGLE FAMILY / DUPLEX
16926,6355276,COMMERCIAL
16927,6618966,MULTIFAMILY
16928,6643349,MULTIFAMILY
16929,6404818,SINGLE FAMILY / DUPLEX
16930,6485374,SINGLE FAMILY / DUPLEX
16931,6101678,COMMERCIAL
16932,6648986,COMMERCIAL
16933,6466948,COMMERCIAL
16934,6511920,COMMERCIAL
16935,6552921,COMMERCIAL
16936,6422847,MULTIFAMILY
16937,6556331,COMMERCIAL
16938,6560931,COMMERCIAL
16939,6420446,COMMERCIAL
16940,6520943,SINGLE FAMILY / DUPLEX
16941,6413603,COMMERCIAL
16942,6499260,COMMERCIAL
16943,6476431,COMMERCIAL
16944,6635596,MULTIFAMILY
16945,6594685,COMMERCIAL
16946,6416170,COMMERCIAL
16947,6569953,MULTIFAMILY
16948,6456948,MULTIFAMILY
16949,6618855,SINGLE FAMILY / DUPLEX
16950,6584108,MULTIFAMILY
16951,6361911,COMMERCIAL
16952,6655485,SINGLE FAMILY / DUPLEX
16953,6405201,COMMERCIAL
16954,6560727,COMMERCIAL
16955,6605265,SINGLE FAMILY / DUPLEX
16956,6602557,COMMERCIAL
16957,6518931,MULTIFAMILY
16958,6115608,COMMERCIAL
16959,6464914,INSTITUTIONAL
16960,6187627,COMMERCIAL
16961,6489151,COMMERCIAL
16962,6407441,MULTIFAMILY
16963,6541482,COMMERCIAL
16964,6122867,COMMERCIAL
16965,6510447,COMMERCIAL
16966,6465194,INSTITUTIONAL
16967,6520812,MULTIFAMILY
16968,6513559,COMMERCIAL
16969,6596757,COMMERCIAL
16970,6411085,COMMERCIAL
16971,6499888,COMMERCIAL
16972,6266675,COMMERCIAL
16973,6599875,COMMERCIAL
16974,6588215,MULTIFAMILY
16975,6519858,MULTIFAMILY
16976,6319609,COMMERCIAL
16977,6449312,MULTIFAMILY
16978,6106292,COMMERCIAL
16979,6564533,MULTIFAMILY
16980,6634677,COMMERCIAL
16981,6649285,COMMERCIAL
16982,6627281,SINGLE FAMILY / DUPLEX
16983,6531337,COMMERCIAL
16984,6624034,COMMERCIAL
16985,6648219,MULTIFAMILY
16986,6441539,COMMERCIAL
16987,6192131,SINGLE FAMILY / DUPLEX
16988,6276399,SINGLE FAMILY / DUPLEX
16989,6099061,MULTIFAMILY
16990,6471028,COMMERCIAL
16991,6599404,COMMERCIAL
16992,6438391,COMMERCIAL
16993,6550226,COMMERCIAL
16994,6464916,COMMERCIAL
16995,6377193,COMMERCIAL
16996,6414247,COMMERCIAL
16997,6425178,SINGLE FAMILY / DUPLEX
16998,6579899,COMMERCIAL
16999,6237715,COMMERCIAL
17000,6228499,COMMERCIAL
17001,6455486,COMMERCIAL
17002,6465202,COMMERCIAL
17003,6453752,COMMERCIAL
17004,6527251,MULTIFAMILY
17005,6543682,COMMERCIAL
17006,6595349,COMMERCIAL
17007,6457876,COMMERCIAL
17008,6534036,COMMERCIAL
17009,6529521,COMMERCIAL
17010,6397443,COMMERCIAL
17011,6605419,COMMERCIAL
17012,6403283,MULTIFAMILY
17013,6356807,COMMERCIAL
17014,6369087,MULTIFAMILY
17015,6598707,COMMERCIAL
17016,6433975,COMMERCIAL
17017,6525363,SINGLE FAMILY / DUPLEX
17018,6446367,COMMERCIAL
17019,6657106,SINGLE FAMILY / DUPLEX
17020,6535313,COMMERCIAL
17021,6488827,MULTIFAMILY
17022,6477768,COMMERCIAL
17023,6526514,MULTIFAMILY
17024,6496059,COMMERCIAL
17025,6359856,MULTIFAMILY
17026,6560488,SINGLE FAMILY / DUPLEX
17027,6631529,COMMERCIAL
17028,6411364,SINGLE FAMILY / DUPLEX
17029,6586530,COMMERCIAL
17030,6090142,COMMERCIAL
17031,6416868,COMMERCIAL
17032,6136857,COMMERCIAL
17033,6574346,SINGLE FAMILY / DUPLEX
17034,6595997,SINGLE FAMILY / DUPLEX
17035,6375328,COMMERCIAL
17036,6522393,COMMERCIAL
17037,6392350,COMMERCIAL
17038,6635634,MULTIFAMILY
17039,6417570,COMMERCIAL
17040,6425530,COMMERCIAL
17041,6637585,COMMERCIAL
17042,6415751,COMMERCIAL
17043,6360320,COMMERCIAL
17044,6307517,COMMERCIAL
17045,6461950,COMMERCIAL
17046,6157552,COMMERCIAL
17047,6472194,COMMERCIAL
17048,6298655,SINGLE FAMILY / DUPLEX
17049,6567690,MULTIFAMILY
17050,6441036,COMMERCIAL
17051,6477509,COMMERCIAL
17052,6598920,COMMERCIAL
17053,6502597,MULTIFAMILY
17054,6469299,COMMERCIAL
17055,6509142,COMMERCIAL
17056,6469737,COMMERCIAL
17057,6606972,COMMERCIAL
17058,6630763,SINGLE FAMILY / DUPLEX
17059,6646309,COMMERCIAL
17060,6238602,COMMERCIAL
17061,6394399,COMMERCIAL
17062,6610359,MULTIFAMILY
17063,6606770,MULTIFAMILY
17064,6649540,COMMERCIAL
17065,6463778,MULTIFAMILY
17066,6402920,COMMERCIAL
17067,6647612,SINGLE FAMILY / DUPLEX
17068,6606293,SINGLE FAMILY / DUPLEX
17069,6426944,COMMERCIAL
17070,6655035,COMMERCIAL
17071,6518306,COMMERCIAL
17072,6347688,COMMERCIAL
17073,6525043,COMMERCIAL
17074,6572129,COMMERCIAL
17075,6396365,COMMERCIAL
17076,6635749,MULTIFAMILY
17077,6646949,COMMERCIAL
17078,6523727,COMMERCIAL
17079,6253973,MULTIFAMILY
17080,6301579,COMMERCIAL
17081,6372566,MULTIFAMILY
17082,6381581,COMMERCIAL
17083,6316120,MULTIFAMILY
17084,6617292,SINGLE FAMILY / DUPLEX
17085,6551278,COMMERCIAL
17086,6287373,COMMERCIAL
17087,6172778,COMMERCIAL
17088,6650878,SINGLE FAMILY / DUPLEX
17089,6425171,SINGLE FAMILY / DUPLEX
17090,6531322,COMMERCIAL
17091,6643336,COMMERCIAL
17092,6420023,SINGLE FAMILY / DUPLEX
17093,6382449,COMMERCIAL
17094,6593307,COMMERCIAL
17095,6578903,COMMERCIAL
17096,6578267,COMMERCIAL
17097,6504913,COMMERCIAL
17098,6132481,COMMERCIAL
17099,6466141,COMMERCIAL
17100,6475111,MULTIFAMILY
17101,6461827,MULTIFAMILY
17102,6354902,MULTIFAMILY
17103,6543734,COMMERCIAL
17104,6540542,COMMERCIAL
17105,6633076,MULTIFAMILY
17106,6382103,COMMERCIAL
17107,6486857,COMMERCIAL
17108,6594834,COMMERCIAL
17109,6653670,SINGLE FAMILY / DUPLEX
17110,6529965,COMMERCIAL
17111,6476882,COMMERCIAL
17112,6654389,SINGLE FAMILY / DUPLEX
17113,6458004,MULTIFAMILY
17114,6635555,COMMERCIAL
17115,6644427,SINGLE FAMILY / DUPLEX
17116,6351867,COMMERCIAL
17117,6373492,INSTITUTIONAL
17118,6615018,COMMERCIAL
17119,6548424,COMMERCIAL
17120,6489954,COMMERCIAL
17121,6653575,SINGLE FAMILY / DUPLEX
17122,6641103,SINGLE FAMILY / DUPLEX
17123,6448035,COMMERCIAL
17124,6476614,MULTIFAMILY
17125,6618011,COMMERCIAL
17126,6078772,MULTIFAMILY
17127,6588793,COMMERCIAL
17128,6135093,MULTIFAMILY
17129,6615073,COMMERCIAL
17130,6516882,COMMERCIAL
17131,6316718,MULTIFAMILY
17132,6494343,MULTIFAMILY
17133,6181271,COMMERCIAL
17134,6563206,COMMERCIAL
17135,6552966,COMMERCIAL
17136,6638300,COMMERCIAL
17137,6390118,COMMERCIAL
17138,6592699,COMMERCIAL
17139,6602791,SINGLE FAMILY / DUPLEX
17140,6397235,COMMERCIAL
17141,6497356,MULTIFAMILY
17142,6474911,MULTIFAMILY
17143,6521149,COMMERCIAL
17144,6652012,SINGLE FAMILY / DUPLEX
17145,6584681,MULTIFAMILY
17146,6459128,MULTIFAMILY
17147,6165365,MULTIFAMILY
17148,6510075,COMMERCIAL
17149,6637970,SINGLE FAMILY / DUPLEX
17150,6245985,COMMERCIAL
17151,6551928,MULTIFAMILY
17152,6503739,COMMERCIAL
17153,6226687,COMMERCIAL
17154,6475557,COMMERCIAL
17155,6383974,COMMERCIAL
17156,6370076,MULTIFAMILY
17157,6408976,SINGLE FAMILY / DUPLEX
17158,6390679,COMMERCIAL
17159,6627873,COMMERCIAL
17160,6090232,COMMERCIAL
17161,6579614,COMMERCIAL
17162,6610817,MULTIFAMILY
17163,6501370,COMMERCIAL
17164,6444724,COMMERCIAL
17165,6593212,MULTIFAMILY
17166,6656742,SINGLE FAMILY / DUPLEX
17167,6365080,COMMERCIAL
17168,6274238,COMMERCIAL
17169,6600933,COMMERCIAL
17170,6601435,COMMERCIAL
17171,6360709,COMMERCIAL
17172,6455075,COMMERCIAL
17173,6343245,MULTIFAMILY
17174,6612281,COMMERCIAL
17175,6622637,MULTIFAMILY
17176,6182140,SINGLE FAMILY / DUPLEX
17177,6402130,COMMERCIAL
17178,6653925,COMMERCIAL
17179,6372462,SINGLE FAMILY / DUPLEX
17180,6528588,MULTIFAMILY
17181,6473591,COMMERCIAL
17182,6485547,COMMERCIAL
17183,6588187,SINGLE FAMILY / DUPLEX
17184,6471383,SINGLE FAMILY / DUPLEX
17185,6450213,COMMERCIAL
17186,6557713,SINGLE FAMILY / DUPLEX
17187,6077232,MULTIFAMILY
17188,6121758,COMMERCIAL
17189,6505926,COMMERCIAL
17190,6268055,SINGLE FAMILY / DUPLEX
17191,6635603,SINGLE FAMILY / DUPLEX
17192,6588868,MULTIFAMILY
17193,6647445,COMMERCIAL
17194,6169387,COMMERCIAL
17195,6438483,COMMERCIAL
17196,6501012,COMMERCIAL
17197,6107575,COMMERCIAL
17198,6555311,COMMERCIAL
17199,6607908,MULTIFAMILY
17200,6504815,COMMERCIAL
17201,6454074,COMMERCIAL
17202,6314548,COMMERCIAL
17203,6591238,COMMERCIAL
17204,6523218,MULTIFAMILY
17205,6596882,MULTIFAMILY
17206,6554865,COMMERCIAL
17207,6515691,MULTIFAMILY
17208,6646870,SINGLE FAMILY / DUPLEX
17209,6654745,MULTIFAMILY
17210,6380129,COMMERCIAL
17211,6119664,COMMERCIAL
17212,6538040,COMMERCIAL
17213,6391551,COMMERCIAL
17214,6459901,COMMERCIAL
17215,6370579,COMMERCIAL
17216,6377785,COMMERCIAL
17217,6359807,MULTIFAMILY
17218,6355550,COMMERCIAL
17219,6574576,COMMERCIAL
17220,6599654,COMMERCIAL
17221,6581069,COMMERCIAL
17222,6606521,COMMERCIAL
17223,6594343,COMMERCIAL
17224,6539650,MULTIFAMILY
17225,6382000,COMMERCIAL
17226,6608760,COMMERCIAL
17227,6245621,COMMERCIAL
17228,6622269,COMMERCIAL
17229,6419184,COMMERCIAL
17230,6365547,COMMERCIAL
17231,6562027,MULTIFAMILY
17232,6475747,COMMERCIAL
17233,6654271,SINGLE FAMILY / DUPLEX
17234,6468158,COMMERCIAL
17235,6215871,SINGLE FAMILY / DUPLEX
17236,6579981,COMMERCIAL
17237,6363952,COMMERCIAL
17238,6477602,COMMERCIAL
17239,6333731,MULTIFAMILY
17240,6636678,COMMERCIAL
17241,6498491,MULTIFAMILY
17242,6638651,COMMERCIAL
17243,6401834,COMMERCIAL
17244,6652822,MULTIFAMILY
17245,6393369,MULTIFAMILY
17246,6639716,SINGLE FAMILY / DUPLEX
17247,6658449,COMMERCIAL
17248,6621103,SINGLE FAMILY / DUPLEX
17249,6607362,COMMERCIAL
17250,6608121,SINGLE FAMILY / DUPLEX
17251,6478379,COMMERCIAL
17252,6645930,MULTIFAMILY
17253,6551729,MULTIFAMILY
17254,6591261,COMMERCIAL
17255,6503299,SINGLE FAMILY / DUPLEX
17256,6437349,SINGLE FAMILY / DUPLEX
17257,6565158,COMMERCIAL
17258,6364759,SINGLE FAMILY / DUPLEX
17259,6633347,SINGLE FAMILY / DUPLEX
17260,6384175,COMMERCIAL
17261,6445202,SINGLE FAMILY / DUPLEX
17262,6582992,COMMERCIAL
17263,6432388,COMMERCIAL
17264,6557399,SINGLE FAMILY / DUPLEX
17265,6443644,COMMERCIAL
17266,6335477,COMMERCIAL
17267,6130094,MULTIFAMILY
17268,6620179,COMMERCIAL
17269,6645982,COMMERCIAL
17270,6658522,SINGLE FAMILY / DUPLEX
17271,6571119,COMMERCIAL
17272,6555980,COMMERCIAL
17273,6546037,COMMERCIAL
17274,6406294,COMMERCIAL
17275,6412991,MULTIFAMILY
17276,6173840,COMMERCIAL
17277,6450566,MULTIFAMILY
17278,6368961,COMMERCIAL
17279,6314899,MULTIFAMILY
17280,6349227,COMMERCIAL
17281,6097898,SINGLE FAMILY / DUPLEX
17282,6481860,COMMERCIAL
17283,6481704,SINGLE FAMILY / DUPLEX
17284,6424125,COMMERCIAL
17285,6618447,MULTIFAMILY
17286,6088000,COMMERCIAL
17287,6650114,MULTIFAMILY
17288,6571072,SINGLE FAMILY / DUPLEX
17289,6549329,COMMERCIAL
17290,6551419,MULTIFAMILY
17291,6403400,COMMERCIAL
17292,6496092,COMMERCIAL
17293,6566461,INDUSTRIAL
17294,6480543,COMMERCIAL
17295,6465721,COMMERCIAL
17296,6640655,SINGLE FAMILY / DUPLEX
17297,6601909,COMMERCIAL
17298,6656049,SINGLE FAMILY / DUPLEX
17299,6654199,SINGLE FAMILY / DUPLEX
17300,6363185,COMMERCIAL
17301,6642910,MULTIFAMILY
17302,6493131,COMMERCIAL
17303,6466188,COMMERCIAL
17304,6636881,COMMERCIAL
17305,6421402,COMMERCIAL
17306,6617434,MULTIFAMILY
17307,6649002,COMMERCIAL
17308,6651864,MULTIFAMILY
17309,6365083,COMMERCIAL
17310,6370324,COMMERCIAL
17311,6096402,SINGLE FAMILY / DUPLEX
17312,6620383,COMMERCIAL
17313,6623750,COMMERCIAL
17314,6237410,COMMERCIAL
17315,6458904,COMMERCIAL
17316,6382816,COMMERCIAL
17317,6616636,COMMERCIAL
17318,6432813,COMMERCIAL
17319,6471475,COMMERCIAL
17320,6404971,COMMERCIAL
17321,6410876,SINGLE FAMILY / DUPLEX
17322,6649210,MULTIFAMILY
17323,6111911,SINGLE FAMILY / DUPLEX
17324,6221396,COMMERCIAL
17325,6623838,COMMERCIAL
17326,6435561,COMMERCIAL
17327,6486954,COMMERCIAL
17328,6414410,MULTIFAMILY
17329,6634829,COMMERCIAL
17330,6634022,MULTIFAMILY
17331,6511424,COMMERCIAL
17332,6232106,COMMERCIAL
